study,name,label,label_de,description,description_de
soep-pretest,pvek02,,,,
soep-pretest,pvek013,,,,
soep-pretest,pvek012,,,,
soep-pretest,pvek011,,,,
soep-pretest,pvek01,,,,
soep-pretest,pustd9,,,,
soep-pretest,pustd8,,,,
soep-pretest,pustd7,,,,
soep-pretest,pustd6,,,,
soep-pretest,pustd5,,,,
soep-pretest,pustd4 ,,,,
soep-pretest,pustd4,,,,
soep-pretest,pustd3,,,,
soep-pretest,pustd2,,,,
soep-pretest,pustd1 ,,,,
soep-pretest,pustd1,,,,
soep-pretest,puntno,,,,
soep-pretest,punt54,,,,
soep-pretest,punt53,,,,
soep-pretest,punt52,,,,
soep-pretest,punt51,,,,
soep-pretest,punt44,,,,
soep-pretest,punt43,,,,
soep-pretest,punt42,,,,
soep-pretest,punt41,,,,
soep-pretest,punt34,,,,
soep-pretest,punt33,,,,
soep-pretest,punt32,,,,
soep-pretest,punt31,,,,
soep-pretest,punt24,,,,
soep-pretest,punt23,,,,
soep-pretest,punt22,,,,
soep-pretest,punt21,,,,
soep-pretest,punt14,,,,
soep-pretest,punt13,,,,
soep-pretest,punt12,,,,
soep-pretest,punt11,,,,
soep-pretest,psuch2,,,,
soep-pretest,psuch1,,,,
soep-pretest,psti4,,,,
soep-pretest,psti3,,,,
soep-pretest,psti2,,,,
soep-pretest,psti1 ,,,,
soep-pretest,psteu,,,,
soep-pretest,pstat1,,,,
soep-pretest,psta4,,,,
soep-pretest,psta3nr,,,,
soep-pretest,psta3,,,,
soep-pretest,psta2nr,,,,
soep-pretest,psta2,,,,
soep-pretest,psta1,,,,
soep-pretest,psst4,,,,
soep-pretest,psst3,,,,
soep-pretest,psst2,,,,
soep-pretest,psst1,,,,
soep-pretest,pspa04,,,,
soep-pretest,pspa03,,,,
soep-pretest,pspa02,,,,
soep-pretest,pspa01,,,,
soep-pretest,psoz5,,,,
soep-pretest,psoz4,,,,
soep-pretest,psoz3,,,,
soep-pretest,psoz2,,,,
soep-pretest,psoz16,,,,
soep-pretest,psoz15,,,,
soep-pretest,psoz14,,,,
soep-pretest,psoz13 ,,,,
soep-pretest,psoz13,,,,
soep-pretest,psoz12,,,,
soep-pretest,psoz11,,,,
soep-pretest,psoz10 ,,,,
soep-pretest,psoz10,,,,
soep-pretest,psoz1,,,,
soep-pretest,psoz09,,,,
soep-pretest,psoz08,,,,
soep-pretest,psoz07,,,,
soep-pretest,psoz06,,,,
soep-pretest,psornr ,,,,
soep-pretest,psornr,,,,
soep-pretest,psor11,,,,
soep-pretest,psor10,,,,
soep-pretest,psor07,,,,
soep-pretest,psor06,,,,
soep-pretest,psor05,,,,
soep-pretest,psor04,,,,
soep-pretest,psor03,,,,
soep-pretest,psor02,,,,
soep-pretest,psor01,,,,
soep-pretest,pso8,,,,
soep-pretest,pso7,,,,
soep-pretest,pso6,,,,
soep-pretest,pso5,,,,
soep-pretest,pso4,,,,
soep-pretest,pso3,,,,
soep-pretest,pso2,,,,
soep-pretest,pso1,,,,
soep-pretest,psex ,,,,
soep-pretest,psex,,,,
soep-pretest,pseitm ,,,,
soep-pretest,pseitm,,,,
soep-pretest,pseitj ,,,,
soep-pretest,pseitj,,,,
soep-pretest,psach02,,,,
soep-pretest,psach01,,,,
soep-pretest,psa8,,,,
soep-pretest,psa7,,,,
soep-pretest,psa6,,,,
soep-pretest,psa5,,,,
soep-pretest,psa4,,,,
soep-pretest,psa3,,,,
soep-pretest,psa2,,,,
soep-pretest,psa1,,,,
soep-pretest,prisk7,,,,
soep-pretest,prisk5,,,,
soep-pretest,prisk4,,,,
soep-pretest,prisk3,,,,
soep-pretest,prisk2,,,,
soep-pretest,prisk ,,,,
soep-pretest,prest02,,,,
soep-pretest,prest01,,,,
soep-pretest,preha3,,,,
soep-pretest,preha2,,,,
soep-pretest,preha1,,,,
soep-pretest,preg,,,,
soep-pretest,precht01 ,,,,
soep-pretest,pre-workeff_respcoll,,,,
soep-pretest,pre-personality_trust_others,,,,
soep-pretest,pre-personality_cautious-around_people,,,,
soep-pretest,pre_zwl3,,,,
soep-pretest,pre_zuf_sozialversich,,,,
soep-pretest,pre_znetto_4,,,,
soep-pretest,pre_znetto_3,,,,
soep-pretest,pre_znetto_2b,,,,
soep-pretest,pre_znetto_2a,,,,
soep-pretest,pre_znetto_1,,,,
soep-pretest,pre_Z_NETTO_750,,,,
soep-pretest,pre_Z_NETTO_5000,,,,
soep-pretest,pre_Z_NETTO_3500,,,,
soep-pretest,pre_Z_NETTO_2500,,,,
soep-pretest,pre_Z_NETTO_1500,,,,
soep-pretest,pre_Z_NETTO,,,,
soep-pretest,pre_youth_group,,,,
soep-pretest,pre_yearly_expenditures_car_unknown,,,,
soep-pretest,pre_yearly_expenditures_car_amount,,,,
soep-pretest,pre_yearly_expenditures_car,,,,
soep-pretest,pre_worth_wished_age_poor_health,,,,
soep-pretest,pre_worried_immigration,,,,
soep-pretest,pre_worried_hostilityfor,,,,
soep-pretest,pre_working_time_model_no_pattern_employed,,,,
soep-pretest,pre_working_time_model_no_pattern,,,,
soep-pretest,pre_working_time_model_flextime_employed,,,,
soep-pretest,pre_working_time_model_flextime,,,,
soep-pretest,pre_working_time_model_defined_employed,,,,
soep-pretest,pre_working_time_model_defined,,,,
soep-pretest,pre_working_time_model_alternating_employed,,,,
soep-pretest,pre_working_time_model_alternating,,,,
soep-pretest,pre_working_hours_standby-duty,,,,
soep-pretest,pre_working_condition_temporary_2_employed,,,,
soep-pretest,pre_working_condition_temporary_2,,,,
soep-pretest,pre_working_condition_temporary_1_employed,,,,
soep-pretest,pre_working_condition_temporary_1,,,,
soep-pretest,pre_working_condition_permanent_with_probation_employed,,,,
soep-pretest,pre_working_condition_permanent_with_probation,,,,
soep-pretest,pre_working_condition_permanent_no_probation_employed,,,,
soep-pretest,pre_working_condition_permanent_no_probation,,,,
soep-pretest,pre_working_condition_not_formal_employed,,,,
soep-pretest,pre_working_condition_not_formal,,,,
soep-pretest,pre_working_condition_flexibility_employed,,,,
soep-pretest,pre_working_condition_flexibility,,,,
soep-pretest,pre_working_condition_defined_end_employed,,,,
soep-pretest,pre_working_condition_defined_end,,,,
soep-pretest,pre_workeff_respcomp,,,,
soep-pretest,pre_workeff_promo,,,,
soep-pretest,pre_workeff_enjoy,,,,
soep-pretest,pre_workeff_bonus,,,,
soep-pretest,pre_work_selfperfom,,,,
soep-pretest,pre_word_fluency_test_ animals5,,,,
soep-pretest,pre_word_fluency_test_ animals4,,,,
soep-pretest,pre_word_fluency_test_ animals3,,,,
soep-pretest,pre_word_fluency_test_ animals2,,,,
soep-pretest,pre_word_familiarity9,,,,
soep-pretest,pre_word_familiarity8,,,,
soep-pretest,pre_word_familiarity7,,,,
soep-pretest,pre_word_familiarity6,,,,
soep-pretest,pre_word_familiarity5,,,,
soep-pretest,pre_word_familiarity4,,,,
soep-pretest,pre_word_familiarity3,,,,
soep-pretest,pre_word_familiarity2,,,,
soep-pretest,pre_word_familiarity15,,,,
soep-pretest,pre_word_familiarity14,,,,
soep-pretest,pre_word_familiarity13,,,,
soep-pretest,pre_word_familiarity12,,,,
soep-pretest,pre_word_familiarity11,,,,
soep-pretest,pre_word_familiarity10,,,,
soep-pretest,pre_word_familiarity1,,,,
soep-pretest,pre_women_other_women_masculine,,,,
soep-pretest,pre_women_other_women_feminine,,,,
soep-pretest,pre_women_masculine_life_area6,,,,
soep-pretest,pre_women_masculine_life_area5,,,,
soep-pretest,pre_women_masculine_life_area4,,,,
soep-pretest,pre_women_masculine_life_area3,,,,
soep-pretest,pre_women_masculine_life_area2,,,,
soep-pretest,pre_women_masculine_life_area1,,,,
soep-pretest,pre_women_feminine_life_area6,,,,
soep-pretest,pre_women_feminine_life_area5,,,,
soep-pretest,pre_women_feminine_life_area4,,,,
soep-pretest,pre_women_feminine_life_area3,,,,
soep-pretest,pre_women_feminine_life_area2,,,,
soep-pretest,pre_women_feminine_life_area1,,,,
soep-pretest,pre_women_feel_masculine_split2,,,,
soep-pretest,pre_women_feel_masculine,,,,
soep-pretest,pre_women_feel_feminine_split2,,,,
soep-pretest,pre_women_feel_feminine,,,,
soep-pretest,pre_wished_bad_good_news_whatever,,,,
soep-pretest,pre_wished_age_years,,,,
soep-pretest,pre_wished_age_whatever,,,,
soep-pretest,pre_wished_age_good_news_years,,,,
soep-pretest,pre_wished_age_good_news_whatever,,,,
soep-pretest,pre_wished_age_bad_news_years,,,,
soep-pretest,pre_winning_amount_mother_total,,,,
soep-pretest,pre_willtake_risk_will_answer,,,,
soep-pretest,pre_willtake_risk_understand,,,,
soep-pretest,pre_will_receive_inheritance_value,,,,
soep-pretest,pre_will_receive_inheritance,,,,
soep-pretest,pre_wft_time_99,,,,
soep-pretest,pre_wft_time_98,,,,
soep-pretest,pre_wft_time_97,,,,
soep-pretest,pre_wft_time_96,,,,
soep-pretest,pre_wft_time_95,,,,
soep-pretest,pre_wft_time_94,,,,
soep-pretest,pre_wft_time_93,,,,
soep-pretest,pre_wft_time_92,,,,
soep-pretest,pre_wft_time_91,,,,
soep-pretest,pre_wft_time_90,,,,
soep-pretest,pre_wft_time_9,,,,
soep-pretest,pre_wft_time_89,,,,
soep-pretest,pre_wft_time_88,,,,
soep-pretest,pre_wft_time_87,,,,
soep-pretest,pre_wft_time_86,,,,
soep-pretest,pre_wft_time_85,,,,
soep-pretest,pre_wft_time_84,,,,
soep-pretest,pre_wft_time_83,,,,
soep-pretest,pre_wft_time_82,,,,
soep-pretest,pre_wft_time_81,,,,
soep-pretest,pre_wft_time_80,,,,
soep-pretest,pre_wft_time_8,,,,
soep-pretest,pre_wft_time_79,,,,
soep-pretest,pre_wft_time_78,,,,
soep-pretest,pre_wft_time_77,,,,
soep-pretest,pre_wft_time_76,,,,
soep-pretest,pre_wft_time_75,,,,
soep-pretest,pre_wft_time_74,,,,
soep-pretest,pre_wft_time_73,,,,
soep-pretest,pre_wft_time_72,,,,
soep-pretest,pre_wft_time_71,,,,
soep-pretest,pre_wft_time_70,,,,
soep-pretest,pre_wft_time_7,,,,
soep-pretest,pre_wft_time_69,,,,
soep-pretest,pre_wft_time_68,,,,
soep-pretest,pre_wft_time_67,,,,
soep-pretest,pre_wft_time_66,,,,
soep-pretest,pre_wft_time_65,,,,
soep-pretest,pre_wft_time_64,,,,
soep-pretest,pre_wft_time_63,,,,
soep-pretest,pre_wft_time_62,,,,
soep-pretest,pre_wft_time_61,,,,
soep-pretest,pre_wft_time_60,,,,
soep-pretest,pre_wft_time_6,,,,
soep-pretest,pre_wft_time_59,,,,
soep-pretest,pre_wft_time_58,,,,
soep-pretest,pre_wft_time_57,,,,
soep-pretest,pre_wft_time_56,,,,
soep-pretest,pre_wft_time_55,,,,
soep-pretest,pre_wft_time_54,,,,
soep-pretest,pre_wft_time_53,,,,
soep-pretest,pre_wft_time_52,,,,
soep-pretest,pre_wft_time_51,,,,
soep-pretest,pre_wft_time_50,,,,
soep-pretest,pre_wft_time_5,,,,
soep-pretest,pre_wft_time_49,,,,
soep-pretest,pre_wft_time_48,,,,
soep-pretest,pre_wft_time_47,,,,
soep-pretest,pre_wft_time_46,,,,
soep-pretest,pre_wft_time_45,,,,
soep-pretest,pre_wft_time_44,,,,
soep-pretest,pre_wft_time_43,,,,
soep-pretest,pre_wft_time_42,,,,
soep-pretest,pre_wft_time_41,,,,
soep-pretest,pre_wft_time_40,,,,
soep-pretest,pre_wft_time_4,,,,
soep-pretest,pre_wft_time_39,,,,
soep-pretest,pre_wft_time_38,,,,
soep-pretest,pre_wft_time_37,,,,
soep-pretest,pre_wft_time_36,,,,
soep-pretest,pre_wft_time_35,,,,
soep-pretest,pre_wft_time_34,,,,
soep-pretest,pre_wft_time_33,,,,
soep-pretest,pre_wft_time_32,,,,
soep-pretest,pre_wft_time_31,,,,
soep-pretest,pre_wft_time_30,,,,
soep-pretest,pre_wft_time_3,,,,
soep-pretest,pre_wft_time_29,,,,
soep-pretest,pre_wft_time_28,,,,
soep-pretest,pre_wft_time_27,,,,
soep-pretest,pre_wft_time_26,,,,
soep-pretest,pre_wft_time_25,,,,
soep-pretest,pre_wft_time_24,,,,
soep-pretest,pre_wft_time_23,,,,
soep-pretest,pre_wft_time_22,,,,
soep-pretest,pre_wft_time_21,,,,
soep-pretest,pre_wft_time_20,,,,
soep-pretest,pre_wft_time_2,,,,
soep-pretest,pre_wft_time_19,,,,
soep-pretest,pre_wft_time_18,,,,
soep-pretest,pre_wft_time_17,,,,
soep-pretest,pre_wft_time_16,,,,
soep-pretest,pre_wft_time_15,,,,
soep-pretest,pre_wft_time_14,,,,
soep-pretest,pre_wft_time_13,,,,
soep-pretest,pre_wft_time_12,,,,
soep-pretest,pre_wft_time_11,,,,
soep-pretest,pre_wft_time_10,,,,
soep-pretest,pre_wft_time_1,,,,
soep-pretest,pre_wft_mention_99,,,,
soep-pretest,pre_wft_mention_98,,,,
soep-pretest,pre_wft_mention_97,,,,
soep-pretest,pre_wft_mention_96,,,,
soep-pretest,pre_wft_mention_95,,,,
soep-pretest,pre_wft_mention_94,,,,
soep-pretest,pre_wft_mention_93,,,,
soep-pretest,pre_wft_mention_92,,,,
soep-pretest,pre_wft_mention_91,,,,
soep-pretest,pre_wft_mention_90,,,,
soep-pretest,pre_wft_mention_9,,,,
soep-pretest,pre_wft_mention_89,,,,
soep-pretest,pre_wft_mention_88,,,,
soep-pretest,pre_wft_mention_87,,,,
soep-pretest,pre_wft_mention_86,,,,
soep-pretest,pre_wft_mention_85,,,,
soep-pretest,pre_wft_mention_84,,,,
soep-pretest,pre_wft_mention_83,,,,
soep-pretest,pre_wft_mention_82,,,,
soep-pretest,pre_wft_mention_81,,,,
soep-pretest,pre_wft_mention_80,,,,
soep-pretest,pre_wft_mention_8,,,,
soep-pretest,pre_wft_mention_79,,,,
soep-pretest,pre_wft_mention_78,,,,
soep-pretest,pre_wft_mention_77,,,,
soep-pretest,pre_wft_mention_76,,,,
soep-pretest,pre_wft_mention_75,,,,
soep-pretest,pre_wft_mention_74,,,,
soep-pretest,pre_wft_mention_73,,,,
soep-pretest,pre_wft_mention_72,,,,
soep-pretest,pre_wft_mention_71,,,,
soep-pretest,pre_wft_mention_70,,,,
soep-pretest,pre_wft_mention_7,,,,
soep-pretest,pre_wft_mention_69,,,,
soep-pretest,pre_wft_mention_68,,,,
soep-pretest,pre_wft_mention_67,,,,
soep-pretest,pre_wft_mention_66,,,,
soep-pretest,pre_wft_mention_65,,,,
soep-pretest,pre_wft_mention_64,,,,
soep-pretest,pre_wft_mention_63,,,,
soep-pretest,pre_wft_mention_62,,,,
soep-pretest,pre_wft_mention_61,,,,
soep-pretest,pre_wft_mention_60,,,,
soep-pretest,pre_wft_mention_6,,,,
soep-pretest,pre_wft_mention_59,,,,
soep-pretest,pre_wft_mention_58,,,,
soep-pretest,pre_wft_mention_57,,,,
soep-pretest,pre_wft_mention_56,,,,
soep-pretest,pre_wft_mention_55,,,,
soep-pretest,pre_wft_mention_54,,,,
soep-pretest,pre_wft_mention_53,,,,
soep-pretest,pre_wft_mention_52,,,,
soep-pretest,pre_wft_mention_51,,,,
soep-pretest,pre_wft_mention_50,,,,
soep-pretest,pre_wft_mention_5,,,,
soep-pretest,pre_wft_mention_49,,,,
soep-pretest,pre_wft_mention_48,,,,
soep-pretest,pre_wft_mention_47,,,,
soep-pretest,pre_wft_mention_46,,,,
soep-pretest,pre_wft_mention_45,,,,
soep-pretest,pre_wft_mention_44,,,,
soep-pretest,pre_wft_mention_43,,,,
soep-pretest,pre_wft_mention_42,,,,
soep-pretest,pre_wft_mention_41,,,,
soep-pretest,pre_wft_mention_40,,,,
soep-pretest,pre_wft_mention_4,,,,
soep-pretest,pre_wft_mention_39,,,,
soep-pretest,pre_wft_mention_38,,,,
soep-pretest,pre_wft_mention_37,,,,
soep-pretest,pre_wft_mention_36,,,,
soep-pretest,pre_wft_mention_35,,,,
soep-pretest,pre_wft_mention_34,,,,
soep-pretest,pre_wft_mention_33,,,,
soep-pretest,pre_wft_mention_32,,,,
soep-pretest,pre_wft_mention_31,,,,
soep-pretest,pre_wft_mention_30,,,,
soep-pretest,pre_wft_mention_3,,,,
soep-pretest,pre_wft_mention_29,,,,
soep-pretest,pre_wft_mention_28,,,,
soep-pretest,pre_wft_mention_27,,,,
soep-pretest,pre_wft_mention_26,,,,
soep-pretest,pre_wft_mention_25,,,,
soep-pretest,pre_wft_mention_24,,,,
soep-pretest,pre_wft_mention_23,,,,
soep-pretest,pre_wft_mention_22,,,,
soep-pretest,pre_wft_mention_21,,,,
soep-pretest,pre_wft_mention_20,,,,
soep-pretest,pre_wft_mention_2,,,,
soep-pretest,pre_wft_mention_19,,,,
soep-pretest,pre_wft_mention_18,,,,
soep-pretest,pre_wft_mention_17,,,,
soep-pretest,pre_wft_mention_16,,,,
soep-pretest,pre_wft_mention_15,,,,
soep-pretest,pre_wft_mention_14,,,,
soep-pretest,pre_wft_mention_13,,,,
soep-pretest,pre_wft_mention_12,,,,
soep-pretest,pre_wft_mention_11,,,,
soep-pretest,pre_wft_mention_10,,,,
soep-pretest,pre_wft_mention_1,,,,
soep-pretest,pre_weight_in_kg_child4,,,,
soep-pretest,pre_weight_in_kg_child3,,,,
soep-pretest,pre_weight_in_kg_child2,,,,
soep-pretest,pre_weight_in_kg_child1,,,,
soep-pretest,pre_weather_forecast_unknown,,,,
soep-pretest,pre_weather_forecast_percent,,,,
soep-pretest,pre_weather_forecast_number_unknown,,,,
soep-pretest,pre_weather_forecast_number_all_days,,,,
soep-pretest,pre_weather_forecast_numb_days,,,,
soep-pretest,pre_wave2,,,,
soep-pretest,pre_wave1,,,,
soep-pretest,pre_warm_tmscore,,,,
soep-pretest,pre_warm_tdscore,,,,
soep-pretest,pre_warm_pmscore,,,,
soep-pretest,pre_warm_pdscore,,,,
soep-pretest,pre_warm_pct_400,,,,
soep-pretest,pre_warm_pct_300,,,,
soep-pretest,pre_warm_pct_10k,,,,
soep-pretest,pre_warm_ntrials,,,,
soep-pretest,pre_warm_mscore,,,,
soep-pretest,pre_warm_meanrt,,,,
soep-pretest,pre_warm_errorpct,,,,
soep-pretest,pre_warm_dscore,,,,
soep-pretest,pre_waist_measure_cm,,,,
soep-pretest,pre_waist_measure,,,,
soep-pretest,pre_wage_on-call_service,,,,
soep-pretest,pre_voice_science_tech,,,,
soep-pretest,pre_vocational_training_mother_yes,,,,
soep-pretest,pre_vocational_training_father,,,,
soep-pretest,pre_vi_set,,,,
soep-pretest,pre_vi_example_level_unfairness,,,,
soep-pretest,pre_vi_example_fairness,,,,
soep-pretest,pre_vi_example_direction_unfairness,,,,
soep-pretest,pre_ust_ownership,,,,
soep-pretest,pre_use_mobile_yes_no,,,,
soep-pretest,pre_unused_vac_days_postponed,,,,
soep-pretest,pre_unused_vac_days_none,,,,
soep-pretest,pre_unused_vac_days_no_answer,,,,
soep-pretest,pre_unused_vac_days_forfeit,,,,
soep-pretest,pre_unused_vac_days_credited,,,,
soep-pretest,pre_unused_vac_days_cash,,,,
soep-pretest,pre_unkwon_dead_bird_flu,,,,
soep-pretest,pre_unknown_dead_bird_bse,,,,
soep-pretest,pre_university_degree_mother_yes,,,,
soep-pretest,pre_unemployed_since_year,,,,
soep-pretest,pre_unemployed_since_month,,,,
soep-pretest,pre_unemployed_12month,,,,
soep-pretest,pre_understandability_IAT,,,,
soep-pretest,pre_typicalwoman9,,,,
soep-pretest,pre_typicalwoman8,,,,
soep-pretest,pre_typicalwoman7,,,,
soep-pretest,pre_typicalwoman6,,,,
soep-pretest,pre_typicalwoman5,,,,
soep-pretest,pre_typicalwoman4,,,,
soep-pretest,pre_typicalwoman3,,,,
soep-pretest,pre_typicalwoman2,,,,
soep-pretest,pre_typicalwoman15,,,,
soep-pretest,pre_typicalwoman14,,,,
soep-pretest,pre_typicalwoman13,,,,
soep-pretest,pre_typicalwoman12,,,,
soep-pretest,pre_typicalwoman11,,,,
soep-pretest,pre_typicalwoman10,,,,
soep-pretest,pre_typicalwoman1,,,,
soep-pretest,pre_typicalman9,,,,
soep-pretest,pre_typicalman8,,,,
soep-pretest,pre_typicalman7,,,,
soep-pretest,pre_typicalman6,,,,
soep-pretest,pre_typicalman5,,,,
soep-pretest,pre_typicalman4,,,,
soep-pretest,pre_typicalman3,,,,
soep-pretest,pre_typicalman2,,,,
soep-pretest,pre_typicalman15,,,,
soep-pretest,pre_typicalman14,,,,
soep-pretest,pre_typicalman13,,,,
soep-pretest,pre_typicalman12,,,,
soep-pretest,pre_typicalman11,,,,
soep-pretest,pre_typicalman10,,,,
soep-pretest,pre_typicalman1,,,,
soep-pretest,pre_type_handicap_no_answer,,,,
soep-pretest,pre_type_handicap,,,,
soep-pretest,pre_type_degree_no answer,,,,
soep-pretest,pre_trusting_others_scale,,,,
soep-pretest,pre_trust_trade_unions,,,,
soep-pretest,pre_trust_strangers,,,,
soep-pretest,pre_trust_school,,,,
soep-pretest,pre_trust_police,,,,
soep-pretest,pre_trust_newspaper,,,,
soep-pretest,pre_trust_neighbours,,,,
soep-pretest,pre_trust_friends,,,,
soep-pretest,pre_trust_family,,,,
soep-pretest,pre_trust_eu,,,,
soep-pretest,pre_trust_courts,,,,
soep-pretest,pre_trust_count_change,,,,
soep-pretest,pre_trust_colleagues,,,,
soep-pretest,pre_trust_church,,,,
soep-pretest,pre_trust_business_enterprises,,,,
soep-pretest,pre_trust_bundestag,,,,
soep-pretest,pre_trust_authorities,,,,
soep-pretest,pre_treated_government_why,,,,
soep-pretest,pre_treated_government,,,,
soep-pretest,pre_total_sum_tercile,,,,
soep-pretest,pre_total_asset_HH,,,,
soep-pretest,pre_time_to_work_max_acceptable_minutes_employed,,,,
soep-pretest,pre_time_to_work_max_acceptable_minutes,,,,
soep-pretest,pre_time_to_work_max_acceptable_hours_employed,,,,
soep-pretest,pre_time_to_work_max_acceptable_hours,,,,
soep-pretest,pre_time_pref_rotation_third,,,,
soep-pretest,pre_time_pref_rotation_second,,,,
soep-pretest,pre_time_pref_rotation_first,,,,
soep-pretest,pre_time_pref_order,,,,
soep-pretest,pre_time_job_search_unemployed,,,,
soep-pretest,pre_time_job_search_employee,,,,
soep-pretest,pre_time_decision_line,,,,
soep-pretest,pre_time_change_z3,,,,
soep-pretest,pre_time_change_z2,,,,
soep-pretest,pre_time_change_z1,,,,
soep-pretest,pre_text_display,,,,
soep-pretest,pre_temp_life_assurance,,,,
soep-pretest,pre_tax_highinc,,,,
soep-pretest,pre_target_group,,,,
soep-pretest,pre_swls_5,,,,
soep-pretest,pre_swls_4,,,,
soep-pretest,pre_swls_3,,,,
soep-pretest,pre_swls_2,,,,
soep-pretest,pre_swls_1,,,,
soep-pretest,pre_survey_status,,,,
soep-pretest,pre_supportrelatives_will_always_help,,,,
soep-pretest,pre_supportrelatives_should_always_help,,,,
soep-pretest,pre_supportrelatives_responsibility_close_relatives,,,,
soep-pretest,pre_supportrelatives_reciproc,,,,
soep-pretest,pre_supportrelatives_not_support_ifnot_like,,,,
