study,name,label,label_de,description,description_de
soep-pretest,2004,2004,,,
soep-pretest,2005,2005,,,
soep-pretest,2006,2006,,,
soep-pretest,2007,2007,,,
soep-pretest,2008,2008,,,
soep-pretest,2009,2009,,,
soep-pretest,2010,2010,,,
soep-pretest,2011,2011,,,
