study,dataset,name,concept,item_old,questionnaire,question,item
soep-pretest,pre_2005_1,f096010,pre_wft_mention_10,,pre_2005_1,96_1,10
soep-pretest,pre_2005_1,f096011,pre_wft_mention_11,,pre_2005_1,96_1,11
soep-pretest,pre_2005_1,f096012,pre_wft_mention_12,,pre_2005_1,96_1,12
soep-pretest,pre_2005_1,f096013,pre_wft_mention_13,,pre_2005_1,96_1,13
soep-pretest,pre_2005_1,f096014,pre_wft_mention_14,,pre_2005_1,96_1,14
soep-pretest,pre_2005_1,f096015,pre_wft_mention_15,,pre_2005_1,96_1,15
soep-pretest,pre_2005_1,f096016,pre_wft_mention_16,,pre_2005_1,96_1,16
soep-pretest,pre_2005_1,f096017,pre_wft_mention_17,,pre_2005_1,96_1,17
soep-pretest,pre_2005_1,f096018,pre_wft_mention_18,,pre_2005_1,96_1,18
soep-pretest,pre_2005_1,f096019,pre_wft_mention_19,,pre_2005_1,96_1,19
soep-pretest,pre_2005_1,f096020,pre_wft_mention_20,,pre_2005_1,96_1,20
soep-pretest,pre_2005_1,f096021,pre_wft_mention_21,,pre_2005_1,96_1,21
soep-pretest,pre_2005_1,f096022,pre_wft_mention_22,,pre_2005_1,96_1,22
soep-pretest,pre_2005_1,f096023,pre_wft_mention_23,,pre_2005_1,96_1,23
soep-pretest,pre_2005_1,f096024,pre_wft_mention_24,,pre_2005_1,96_1,24
soep-pretest,pre_2005_1,f096025,pre_wft_mention_25,,pre_2005_1,96_1,25
soep-pretest,pre_2005_1,f096026,pre_wft_mention_26,,pre_2005_1,96_1,26
soep-pretest,pre_2005_1,f096027,pre_wft_mention_27,,pre_2005_1,96_1,27
soep-pretest,pre_2005_1,f096028,pre_wft_mention_28,,pre_2005_1,96_1,28
soep-pretest,pre_2005_1,f096029,pre_wft_mention_29,,pre_2005_1,96_1,29
soep-pretest,pre_2005_1,f096030,pre_wft_mention_30,,pre_2005_1,96_1,30
soep-pretest,pre_2005_1,f096031,pre_wft_mention_31,,pre_2005_1,96_1,31
soep-pretest,pre_2005_1,f096032,pre_wft_mention_32,,pre_2005_1,96_1,32
soep-pretest,pre_2005_1,f096033,pre_wft_mention_33,,pre_2005_1,96_1,33
soep-pretest,pre_2005_1,f096034,pre_wft_mention_34,,pre_2005_1,96_1,34
soep-pretest,pre_2005_1,f096035,pre_wft_mention_35,,pre_2005_1,96_1,35
soep-pretest,pre_2005_1,f096036,pre_wft_mention_36,,pre_2005_1,96_1,36
soep-pretest,pre_2005_1,f096037,pre_wft_mention_37,,pre_2005_1,96_1,37
soep-pretest,pre_2005_1,f096038,pre_wft_mention_38,,pre_2005_1,96_1,38
soep-pretest,pre_2005_1,f096039,pre_wft_mention_39,,pre_2005_1,96_1,39
soep-pretest,pre_2005_1,f096040,pre_wft_mention_40,,pre_2005_1,96_1,40
soep-pretest,pre_2005_1,f096041,pre_wft_mention_41,,pre_2005_1,96_1,41
soep-pretest,pre_2005_1,f096042,pre_wft_mention_42,,pre_2005_1,96_1,42
soep-pretest,pre_2005_1,f096043,pre_wft_mention_43,,pre_2005_1,96_1,43
soep-pretest,pre_2005_1,f096044,pre_wft_mention_44,,pre_2005_1,96_1,44
soep-pretest,pre_2005_1,f096045,pre_wft_mention_45,,pre_2005_1,96_1,45
soep-pretest,pre_2005_1,f096046,pre_wft_mention_46,,pre_2005_1,96_1,46
soep-pretest,pre_2005_1,f096047,pre_wft_mention_47,,pre_2005_1,96_1,47
soep-pretest,pre_2005_1,f096048,pre_wft_mention_48,,pre_2005_1,96_1,48
soep-pretest,pre_2005_1,f096049,pre_wft_mention_49,,pre_2005_1,96_1,49
soep-pretest,pre_2005_1,f096050,pre_wft_mention_50,,pre_2005_1,96_1,50
soep-pretest,pre_2005_1,f096051,pre_wft_mention_51,,pre_2005_1,96_1,51
soep-pretest,pre_2005_1,f096052,pre_wft_mention_52,,pre_2005_1,96_1,52
soep-pretest,pre_2005_1,f096053,pre_wft_mention_53,,pre_2005_1,96_1,53
soep-pretest,pre_2005_1,f096054,pre_wft_mention_54,,pre_2005_1,96_1,54
soep-pretest,pre_2005_1,f096055,pre_wft_mention_55,,pre_2005_1,96_1,55
soep-pretest,pre_2005_1,f096056,pre_wft_mention_56,,pre_2005_1,96_1,56
soep-pretest,pre_2005_1,f096057,pre_wft_mention_57,,pre_2005_1,96_1,57
soep-pretest,pre_2005_1,f096058,pre_wft_mention_58,,pre_2005_1,96_1,58
soep-pretest,pre_2005_1,f096059,pre_wft_mention_59,,pre_2005_1,96_1,59
soep-pretest,pre_2005_1,f096060,pre_wft_mention_60,,pre_2005_1,96_1,60
soep-pretest,pre_2005_1,f096061,pre_wft_mention_61,,pre_2005_1,96_1,61
soep-pretest,pre_2005_1,f096062,pre_wft_mention_62,,pre_2005_1,96_1,62
soep-pretest,pre_2005_1,f096063,pre_wft_mention_63,,pre_2005_1,96_1,63
soep-pretest,pre_2005_1,f096064,pre_wft_mention_64,,pre_2005_1,96_1,64
soep-pretest,pre_2005_1,f096065,pre_wft_mention_65,,pre_2005_1,96_1,65
soep-pretest,pre_2005_1,f096066,pre_wft_mention_66,,pre_2005_1,96_1,66
soep-pretest,pre_2005_1,f096067,pre_wft_mention_67,,pre_2005_1,96_1,67
soep-pretest,pre_2005_1,f096068,pre_wft_mention_68,,pre_2005_1,96_1,68
soep-pretest,pre_2005_1,f096069,pre_wft_mention_69,,pre_2005_1,96_1,69
soep-pretest,pre_2005_1,f096070,pre_wft_mention_70,,pre_2005_1,96_1,70
soep-pretest,pre_2005_1,f096071,pre_wft_mention_71,,pre_2005_1,96_1,71
soep-pretest,pre_2005_1,f096072,pre_wft_mention_72,,pre_2005_1,96_1,72
soep-pretest,pre_2005_1,f096073,pre_wft_mention_73,,pre_2005_1,96_1,73
soep-pretest,pre_2005_1,f096074,pre_wft_mention_74,,pre_2005_1,96_1,74
soep-pretest,pre_2005_1,f096075,pre_wft_mention_75,,pre_2005_1,96_1,75
soep-pretest,pre_2005_1,f096076,pre_wft_mention_76,,pre_2005_1,96_1,76
soep-pretest,pre_2005_1,f096077,pre_wft_mention_77,,pre_2005_1,96_1,77
soep-pretest,pre_2005_1,f096078,pre_wft_mention_78,,pre_2005_1,96_1,78
soep-pretest,pre_2005_1,f096079,pre_wft_mention_79,,pre_2005_1,96_1,79
soep-pretest,pre_2005_1,f096080,pre_wft_mention_80,,pre_2005_1,96_1,80
soep-pretest,pre_2005_1,f096081,pre_wft_mention_81,,pre_2005_1,96_1,81
soep-pretest,pre_2005_1,f096082,pre_wft_mention_82,,pre_2005_1,96_1,82
soep-pretest,pre_2005_1,f096083,pre_wft_mention_83,,pre_2005_1,96_1,83
soep-pretest,pre_2005_1,f096084,pre_wft_mention_84,,pre_2005_1,96_1,84
soep-pretest,pre_2005_1,f096085,pre_wft_mention_85,,pre_2005_1,96_1,85
soep-pretest,pre_2005_1,f096086,pre_wft_mention_86,,pre_2005_1,96_1,86
soep-pretest,pre_2005_1,f096087,pre_wft_mention_87,,pre_2005_1,96_1,87
soep-pretest,pre_2005_1,f096088,pre_wft_mention_88,,pre_2005_1,96_1,88
soep-pretest,pre_2005_1,f096089,pre_wft_mention_89,,pre_2005_1,96_1,89
soep-pretest,pre_2005_1,f096090,pre_wft_mention_90,,pre_2005_1,96_1,90
soep-pretest,pre_2005_1,f096091,pre_wft_mention_91,,pre_2005_1,96_1,91
soep-pretest,pre_2005_1,f096092,pre_wft_mention_92,,pre_2005_1,96_1,92
soep-pretest,pre_2005_1,f096093,pre_wft_mention_93,,pre_2005_1,96_1,93
soep-pretest,pre_2005_1,f096094,pre_wft_mention_94,,pre_2005_1,96_1,94
soep-pretest,pre_2005_1,f096095,pre_wft_mention_95,,pre_2005_1,96_1,95
soep-pretest,pre_2005_1,f096096,pre_wft_mention_96,,pre_2005_1,96_1,96
soep-pretest,pre_2005_1,f096097,pre_wft_mention_97,,pre_2005_1,96_1,97
soep-pretest,pre_2005_1,f096098,pre_wft_mention_98,,pre_2005_1,96_1,98
soep-pretest,pre_2005_1,f096099,pre_wft_mention_99,,pre_2005_1,96_1,99
soep-pretest,pre_2005_1,f096001s,pre_wft_time_1,,pre_2005_1,96_2,1
soep-pretest,pre_2005_1,f096002s,pre_wft_time_2,,pre_2005_1,96_2,2
soep-pretest,pre_2005_1,f096003s,pre_wft_time_3,,pre_2005_1,96_2,3
soep-pretest,pre_2005_1,f096004s,pre_wft_time_4,,pre_2005_1,96_2,4
soep-pretest,pre_2005_1,f096005s,pre_wft_time_5,,pre_2005_1,96_2,5
soep-pretest,pre_2005_1,f096006s,pre_wft_time_6,,pre_2005_1,96_2,6
soep-pretest,pre_2005_1,f096007s,pre_wft_time_7,,pre_2005_1,96_2,7
soep-pretest,pre_2005_1,f096008s,pre_wft_time_8,,pre_2005_1,96_2,8
soep-pretest,pre_2005_1,f096009s,pre_wft_time_9,,pre_2005_1,96_2,9
soep-pretest,pre_2005_1,f096010s,pre_wft_time_10,,pre_2005_1,96_2,10
soep-pretest,pre_2005_1,f096011s,pre_wft_time_11,,pre_2005_1,96_2,11
soep-pretest,pre_2005_1,f096012s,pre_wft_time_12,,pre_2005_1,96_2,12
soep-pretest,pre_2005_1,f096013s,pre_wft_time_13,,pre_2005_1,96_2,13
soep-pretest,pre_2005_1,f096014s,pre_wft_time_14,,pre_2005_1,96_2,14
soep-pretest,pre_2005_1,f096015s,pre_wft_time_15,,pre_2005_1,96_2,15
soep-pretest,pre_2005_1,f096016s,pre_wft_time_16,,pre_2005_1,96_2,16
soep-pretest,pre_2005_1,f096017s,pre_wft_time_17,,pre_2005_1,96_2,17
soep-pretest,pre_2005_1,f096018s,pre_wft_time_18,,pre_2005_1,96_2,18
soep-pretest,pre_2005_1,f096019s,pre_wft_time_19,,pre_2005_1,96_2,19
soep-pretest,pre_2005_1,f096020s,pre_wft_time_20,,pre_2005_1,96_2,20
soep-pretest,pre_2005_1,f096021s,pre_wft_time_21,,pre_2005_1,96_2,21
soep-pretest,pre_2005_1,f096022s,pre_wft_time_22,,pre_2005_1,96_2,22
soep-pretest,pre_2005_1,f096023s,pre_wft_time_23,,pre_2005_1,96_2,23
soep-pretest,pre_2005_1,f096024s,pre_wft_time_24,,pre_2005_1,96_2,24
soep-pretest,pre_2005_1,f096025s,pre_wft_time_25,,pre_2005_1,96_2,25
soep-pretest,pre_2005_1,f096026s,pre_wft_time_26,,pre_2005_1,96_2,26
soep-pretest,pre_2005_1,f096027s,pre_wft_time_27,,pre_2005_1,96_2,27
soep-pretest,pre_2005_1,f096028s,pre_wft_time_28,,pre_2005_1,96_2,28
soep-pretest,pre_2005_1,f096029s,pre_wft_time_29,,pre_2005_1,96_2,29
soep-pretest,pre_2005_1,f096030s,pre_wft_time_30,,pre_2005_1,96_2,30
soep-pretest,pre_2005_1,f096031s,pre_wft_time_31,,pre_2005_1,96_2,31
soep-pretest,pre_2005_1,f096032s,pre_wft_time_32,,pre_2005_1,96_2,32
soep-pretest,pre_2005_1,f096033s,pre_wft_time_33,,pre_2005_1,96_2,33
soep-pretest,pre_2005_1,f096034s,pre_wft_time_34,,pre_2005_1,96_2,34
soep-pretest,pre_2005_1,f096035s,pre_wft_time_35,,pre_2005_1,96_2,35
soep-pretest,pre_2005_1,f096036s,pre_wft_time_36,,pre_2005_1,96_2,36
soep-pretest,pre_2005_1,f096037s,pre_wft_time_37,,pre_2005_1,96_2,37
soep-pretest,pre_2005_1,f096038s,pre_wft_time_38,,pre_2005_1,96_2,38
soep-pretest,pre_2005_1,f096039s,pre_wft_time_39,,pre_2005_1,96_2,39
soep-pretest,pre_2005_1,f096040s,pre_wft_time_40,,pre_2005_1,96_2,40
soep-pretest,pre_2005_1,f096041s,pre_wft_time_41,,pre_2005_1,96_2,41
soep-pretest,pre_2005_1,f096042s,pre_wft_time_42,,pre_2005_1,96_2,42
soep-pretest,pre_2005_1,f096043s,pre_wft_time_43,,pre_2005_1,96_2,43
soep-pretest,pre_2005_1,f096044s,pre_wft_time_44,,pre_2005_1,96_2,44
soep-pretest,pre_2005_1,f096045s,pre_wft_time_45,,pre_2005_1,96_2,45
soep-pretest,pre_2005_1,f096046s,pre_wft_time_46,,pre_2005_1,96_2,46
soep-pretest,pre_2005_1,f096047s,pre_wft_time_47,,pre_2005_1,96_2,47
soep-pretest,pre_2005_1,f096048s,pre_wft_time_48,,pre_2005_1,96_2,48
soep-pretest,pre_2005_1,f096049s,pre_wft_time_49,,pre_2005_1,96_2,49
soep-pretest,pre_2005_1,f096050s,pre_wft_time_50,,pre_2005_1,96_2,50
soep-pretest,pre_2005_1,f096051s,pre_wft_time_51,,pre_2005_1,96_2,51
soep-pretest,pre_2005_1,f096052s,pre_wft_time_52,,pre_2005_1,96_2,52
soep-pretest,pre_2005_1,f096053s,pre_wft_time_53,,pre_2005_1,96_2,53
soep-pretest,pre_2005_1,f096054s,pre_wft_time_54,,pre_2005_1,96_2,54
soep-pretest,pre_2005_1,f096055s,pre_wft_time_55,,pre_2005_1,96_2,55
soep-pretest,pre_2005_1,f096056s,pre_wft_time_56,,pre_2005_1,96_2,56
soep-pretest,pre_2005_1,f096057s,pre_wft_time_57,,pre_2005_1,96_2,57
soep-pretest,pre_2005_1,f096058s,pre_wft_time_58,,pre_2005_1,96_2,58
soep-pretest,pre_2005_1,f096059s,pre_wft_time_59,,pre_2005_1,96_2,59
soep-pretest,pre_2005_1,f096060s,pre_wft_time_60,,pre_2005_1,96_2,60
soep-pretest,pre_2005_1,f096061s,pre_wft_time_61,,pre_2005_1,96_2,61
soep-pretest,pre_2005_1,f096062s,pre_wft_time_62,,pre_2005_1,96_2,62
soep-pretest,pre_2005_1,f096063s,pre_wft_time_63,,pre_2005_1,96_2,63
soep-pretest,pre_2005_1,f096064s,pre_wft_time_64,,pre_2005_1,96_2,64
soep-pretest,pre_2005_1,f096065s,pre_wft_time_65,,pre_2005_1,96_2,65
soep-pretest,pre_2005_1,f096066s,pre_wft_time_66,,pre_2005_1,96_2,66
soep-pretest,pre_2005_1,f096067s,pre_wft_time_67,,pre_2005_1,96_2,67
soep-pretest,pre_2005_1,f096068s,pre_wft_time_68,,pre_2005_1,96_2,68
soep-pretest,pre_2005_1,f096069s,pre_wft_time_69,,pre_2005_1,96_2,69
soep-pretest,pre_2005_1,f096070s,pre_wft_time_70,,pre_2005_1,96_2,70
soep-pretest,pre_2005_1,f096071s,pre_wft_time_71,,pre_2005_1,96_2,71
soep-pretest,pre_2005_1,f096072s,pre_wft_time_72,,pre_2005_1,96_2,72
soep-pretest,pre_2005_1,f096073s,pre_wft_time_73,,pre_2005_1,96_2,73
soep-pretest,pre_2005_1,f096074s,pre_wft_time_74,,pre_2005_1,96_2,74
soep-pretest,pre_2005_1,f096075s,pre_wft_time_75,,pre_2005_1,96_2,75
soep-pretest,pre_2005_1,f096076s,pre_wft_time_76,,pre_2005_1,96_2,76
soep-pretest,pre_2005_1,f096077s,pre_wft_time_77,,pre_2005_1,96_2,77
soep-pretest,pre_2005_1,f096078s,pre_wft_time_78,,pre_2005_1,96_2,78
soep-pretest,pre_2005_1,f096079s,pre_wft_time_79,,pre_2005_1,96_2,79
soep-pretest,pre_2005_1,f096080s,pre_wft_time_80,,pre_2005_1,96_2,80
soep-pretest,pre_2005_1,f096081s,pre_wft_time_81,,pre_2005_1,96_2,81
soep-pretest,pre_2005_1,f096082s,pre_wft_time_82,,pre_2005_1,96_2,82
soep-pretest,pre_2005_1,f096083s,pre_wft_time_83,,pre_2005_1,96_2,83
soep-pretest,pre_2005_1,f096084s,pre_wft_time_84,,pre_2005_1,96_2,84
soep-pretest,pre_2005_1,f096085s,pre_wft_time_85,,pre_2005_1,96_2,85
soep-pretest,pre_2005_1,f096086s,pre_wft_time_86,,pre_2005_1,96_2,86
soep-pretest,pre_2005_1,f096087s,pre_wft_time_87,,pre_2005_1,96_2,87
soep-pretest,pre_2005_1,f096088s,pre_wft_time_88,,pre_2005_1,96_2,88
soep-pretest,pre_2005_1,f096089s,pre_wft_time_89,,pre_2005_1,96_2,89
soep-pretest,pre_2005_1,f096090s,pre_wft_time_90,,pre_2005_1,96_2,90
soep-pretest,pre_2005_1,f096091s,pre_wft_time_91,,pre_2005_1,96_2,91
soep-pretest,pre_2005_1,f096092s,pre_wft_time_92,,pre_2005_1,96_2,92
soep-pretest,pre_2005_1,f096093s,pre_wft_time_93,,pre_2005_1,96_2,93
soep-pretest,pre_2005_1,f096094s,pre_wft_time_94,,pre_2005_1,96_2,94
soep-pretest,pre_2005_1,f096095s,pre_wft_time_95,,pre_2005_1,96_2,95
soep-pretest,pre_2005_1,f096096s,pre_wft_time_96,,pre_2005_1,96_2,96
soep-pretest,pre_2005_1,f096097s,pre_wft_time_97,,pre_2005_1,96_2,97
soep-pretest,pre_2005_1,f096098s,pre_wft_time_98,,pre_2005_1,96_2,98
soep-pretest,pre_2005_1,f096099s,pre_wft_time_99,,pre_2005_1,96_2,99
soep-pretest,pre_2005_1,f96t30g,,5785,pre_2005_1,96_3,1
soep-pretest,pre_2005_1,f96t30w,,5786,pre_2005_1,96_3,2
soep-pretest,pre_2005_1,f96t30u,,5787,pre_2005_1,96_3,3
soep-pretest,pre_2005_1,f96t30s,,5788,pre_2005_1,96_3,4
soep-pretest,pre_2005_1,f96t60g,,5789,pre_2005_1,96_3,5
soep-pretest,pre_2005_1,f96t60w,,5790,pre_2005_1,96_3,6
soep-pretest,pre_2005_1,f96t60u,,5791,pre_2005_1,96_3,7
soep-pretest,pre_2005_1,f96t60s,,5792,pre_2005_1,96_3,8
soep-pretest,pre_2005_1,f96t90g,,5793,pre_2005_1,96_3,5
soep-pretest,pre_2005_1,f96t90w,,5794,pre_2005_1,96_3,6
soep-pretest,pre_2005_1,f96t90u,,5795,pre_2005_1,96_3,7
soep-pretest,pre_2005_1,f96t90s,,5796,pre_2005_1,96_3,8
soep-pretest,pre_2005_1,f09701,pre_head_or_tail_percent,,pre_2005_1,97,1
soep-pretest,pre_2005_1,f09702,pre_head_or_tail_unknown,,pre_2005_1,97,2
soep-pretest,pre_2005_1,f09801,pre_weather_forecast_percent,,pre_2005_1,98,1
soep-pretest,pre_2005_1,f09802,pre_weather_forecast_unknown,,pre_2005_1,98,2
soep-pretest,pre_2005_1,f099ueb1,pre_signs_numbers_test_example1,,pre_2005_1,99,1
soep-pretest,pre_2005_1,f099ueb2,pre_signs_numbers_test_example2,,pre_2005_1,99,2
soep-pretest,pre_2005_1,f099ueb3,pre_signs_numbers_test_example3,,pre_2005_1,99,3
soep-pretest,pre_2005_1,f099ueb4,pre_signs_numbers_test_example4,,pre_2005_1,99,4
soep-pretest,pre_2005_1,f099,,5797,pre_2005_1,99_1,
soep-pretest,pre_2005_1,f099001,pre_signs_numbers_test_1,,pre_2005_1,99_2,1
soep-pretest,pre_2005_1,f099002,pre_signs_numbers_test_2,,pre_2005_1,99_2,2
soep-pretest,pre_2005_1,f099003,pre_signs_numbers_test_3,,pre_2005_1,99_2,3
soep-pretest,pre_2005_1,f099004,pre_signs_numbers_test_4,,pre_2005_1,99_2,4
soep-pretest,pre_2005_1,f099005,pre_signs_numbers_test_5,,pre_2005_1,99_2,5
soep-pretest,pre_2005_1,f099006,pre_signs_numbers_test_6,,pre_2005_1,99_2,6
soep-pretest,pre_2005_1,f099007,pre_signs_numbers_test_7,,pre_2005_1,99_2,7
soep-pretest,pre_2005_1,f099008,pre_signs_numbers_test_8,,pre_2005_1,99_2,8
soep-pretest,pre_2005_1,f099009,pre_signs_numbers_test_9,,pre_2005_1,99_2,9
soep-pretest,pre_2005_1,f099010,pre_signs_numbers_test_10,,pre_2005_1,99_2,10
soep-pretest,pre_2005_1,f099011,pre_signs_numbers_test_11,,pre_2005_1,99_2,11
soep-pretest,pre_2005_1,f099012,pre_signs_numbers_test_12,,pre_2005_1,99_2,12
soep-pretest,pre_2005_1,f099013,pre_signs_numbers_test_13,,pre_2005_1,99_2,13
soep-pretest,pre_2005_1,f099014,pre_signs_numbers_test_14,,pre_2005_1,99_2,14
soep-pretest,pre_2005_1,f099015,pre_signs_numbers_test_15,,pre_2005_1,99_2,15
soep-pretest,pre_2005_1,f099016,pre_signs_numbers_test_16,,pre_2005_1,99_2,16
soep-pretest,pre_2005_1,f099017,pre_signs_numbers_test_17,,pre_2005_1,99_2,17
soep-pretest,pre_2005_1,f099018,pre_signs_numbers_test_18,,pre_2005_1,99_2,18
soep-pretest,pre_2005_1,f099019,pre_signs_numbers_test_19,,pre_2005_1,99_2,19
soep-pretest,pre_2005_1,f099020,pre_signs_numbers_test_20,,pre_2005_1,99_2,20
soep-pretest,pre_2005_1,f099021,pre_signs_numbers_test_21,,pre_2005_1,99_2,21
soep-pretest,pre_2005_1,f099022,pre_signs_numbers_test_22,,pre_2005_1,99_2,22
soep-pretest,pre_2005_1,f099023,pre_signs_numbers_test_23,,pre_2005_1,99_2,23
soep-pretest,pre_2005_1,f099024,pre_signs_numbers_test_24,,pre_2005_1,99_2,24
soep-pretest,pre_2005_1,f099025,pre_signs_numbers_test_25,,pre_2005_1,99_2,25
soep-pretest,pre_2005_1,f099026,pre_signs_numbers_test_26,,pre_2005_1,99_2,26
soep-pretest,pre_2005_1,f099027,pre_signs_numbers_test_27,,pre_2005_1,99_2,27
soep-pretest,pre_2005_1,f099028,pre_signs_numbers_test_28,,pre_2005_1,99_2,28
soep-pretest,pre_2005_1,f099029,pre_signs_numbers_test_29,,pre_2005_1,99_2,29
soep-pretest,pre_2005_1,f099030,pre_signs_numbers_test_30,,pre_2005_1,99_2,30
soep-pretest,pre_2005_1,f099031,pre_signs_numbers_test_31,,pre_2005_1,99_2,31
soep-pretest,pre_2005_1,f099032,pre_signs_numbers_test_32,,pre_2005_1,99_2,32
soep-pretest,pre_2005_1,f099033,pre_signs_numbers_test_33,,pre_2005_1,99_2,33
soep-pretest,pre_2005_1,f099034,pre_signs_numbers_test_34,,pre_2005_1,99_2,34
soep-pretest,pre_2005_1,f099035,pre_signs_numbers_test_35,,pre_2005_1,99_2,35
soep-pretest,pre_2005_1,f099036,pre_signs_numbers_test_36,,pre_2005_1,99_2,36
soep-pretest,pre_2005_1,f099037,pre_signs_numbers_test_37,,pre_2005_1,99_2,37
soep-pretest,pre_2005_1,f099038,pre_signs_numbers_test_38,,pre_2005_1,99_2,38
soep-pretest,pre_2005_1,f099039,pre_signs_numbers_test_39,,pre_2005_1,99_2,39
soep-pretest,pre_2005_1,f099040,pre_signs_numbers_test_40,,pre_2005_1,99_2,40
soep-pretest,pre_2005_1,f099041,pre_signs_numbers_test_41,,pre_2005_1,99_2,41
soep-pretest,pre_2005_1,f099042,pre_signs_numbers_test_42,,pre_2005_1,99_2,42
soep-pretest,pre_2005_1,f099043,pre_signs_numbers_test_43,,pre_2005_1,99_2,43
soep-pretest,pre_2005_1,f099044,pre_signs_numbers_test_44,,pre_2005_1,99_2,44
soep-pretest,pre_2005_1,f099045,pre_signs_numbers_test_45,,pre_2005_1,99_2,45
soep-pretest,pre_2005_1,f099046,pre_signs_numbers_test_46,,pre_2005_1,99_2,46
soep-pretest,pre_2005_1,f099047,pre_signs_numbers_test_47,,pre_2005_1,99_2,47
soep-pretest,pre_2005_1,f099048,pre_signs_numbers_test_48,,pre_2005_1,99_2,48
soep-pretest,pre_2005_1,f099049,pre_signs_numbers_test_49,,pre_2005_1,99_2,49
soep-pretest,pre_2005_1,f099050,pre_signs_numbers_test_50,,pre_2005_1,99_2,50
soep-pretest,pre_2005_1,f099051,pre_signs_numbers_test_51,,pre_2005_1,99_2,51
soep-pretest,pre_2005_1,f099052,pre_signs_numbers_test_52,,pre_2005_1,99_2,52
soep-pretest,pre_2005_1,f099053,pre_signs_numbers_test_53,,pre_2005_1,99_2,53
soep-pretest,pre_2005_1,f099054,pre_signs_numbers_test_54,,pre_2005_1,99_2,54
soep-pretest,pre_2005_1,f099055,pre_signs_numbers_test_55,,pre_2005_1,99_2,55
soep-pretest,pre_2005_1,f099056,pre_signs_numbers_test_56,,pre_2005_1,99_2,56
soep-pretest,pre_2005_1,f099057,pre_signs_numbers_test_57,,pre_2005_1,99_2,57
soep-pretest,pre_2005_1,f099058,pre_signs_numbers_test_58,,pre_2005_1,99_2,58
soep-pretest,pre_2005_1,f099059,pre_signs_numbers_test_59,,pre_2005_1,99_2,59
soep-pretest,pre_2005_1,f099060,pre_signs_numbers_test_60,,pre_2005_1,99_2,60
soep-pretest,pre_2005_1,f099061,pre_signs_numbers_test_61,,pre_2005_1,99_2,61
soep-pretest,pre_2005_1,f099062,pre_signs_numbers_test_62,,pre_2005_1,99_2,62
soep-pretest,pre_2005_1,f099063,pre_signs_numbers_test_63,,pre_2005_1,99_2,63
soep-pretest,pre_2005_1,f099064,pre_signs_numbers_test_64,,pre_2005_1,99_2,64
soep-pretest,pre_2005_1,f099065,pre_signs_numbers_test_65,,pre_2005_1,99_2,65
soep-pretest,pre_2005_1,f099066,pre_signs_numbers_test_66,,pre_2005_1,99_2,66
soep-pretest,pre_2005_1,f099067,pre_signs_numbers_test_67,,pre_2005_1,99_2,67
soep-pretest,pre_2005_1,f099068,pre_signs_numbers_test_68,,pre_2005_1,99_2,68
soep-pretest,pre_2005_1,f099069,pre_signs_numbers_test_69,,pre_2005_1,99_2,69
soep-pretest,pre_2005_1,f099070,pre_signs_numbers_test_70,,pre_2005_1,99_2,70
soep-pretest,pre_2005_1,f099071,pre_signs_numbers_test_71,,pre_2005_1,99_2,71
soep-pretest,pre_2005_1,f099072,pre_signs_numbers_test_72,,pre_2005_1,99_2,72
soep-pretest,pre_2005_1,f099073,pre_signs_numbers_test_73,,pre_2005_1,99_2,73
soep-pretest,pre_2005_1,f099074,pre_signs_numbers_test_74,,pre_2005_1,99_2,74
soep-pretest,pre_2005_1,f099075,pre_signs_numbers_test_75,,pre_2005_1,99_2,75
soep-pretest,pre_2005_1,f099076,pre_signs_numbers_test_76,,pre_2005_1,99_2,76
soep-pretest,pre_2005_1,f099077,pre_signs_numbers_test_77,,pre_2005_1,99_2,77
soep-pretest,pre_2005_1,f099078,pre_signs_numbers_test_78,,pre_2005_1,99_2,78
soep-pretest,pre_2005_1,f099079,pre_signs_numbers_test_79,,pre_2005_1,99_2,79
soep-pretest,pre_2005_1,f099080,pre_signs_numbers_test_80,,pre_2005_1,99_2,80
soep-pretest,pre_2005_1,f099081,pre_signs_numbers_test_81,,pre_2005_1,99_2,81
soep-pretest,pre_2005_1,f099082,pre_signs_numbers_test_82,,pre_2005_1,99_2,82
soep-pretest,pre_2005_1,f099083,pre_signs_numbers_test_83,,pre_2005_1,99_2,83
soep-pretest,pre_2005_1,f099084,pre_signs_numbers_test_84,,pre_2005_1,99_2,84
soep-pretest,pre_2005_1,f099085,pre_signs_numbers_test_85,,pre_2005_1,99_2,85
soep-pretest,pre_2005_1,f099086,pre_signs_numbers_test_86,,pre_2005_1,99_2,86
soep-pretest,pre_2005_1,f099087,pre_signs_numbers_test_87,,pre_2005_1,99_2,87
soep-pretest,pre_2005_1,f099088,pre_signs_numbers_test_88,,pre_2005_1,99_2,88
soep-pretest,pre_2005_1,f099089,pre_signs_numbers_test_89,,pre_2005_1,99_2,89
soep-pretest,pre_2005_1,f099090,pre_signs_numbers_test_90,,pre_2005_1,99_2,90
soep-pretest,pre_2005_1,f099091,pre_signs_numbers_test_91,,pre_2005_1,99_2,91
soep-pretest,pre_2005_1,f099092,pre_signs_numbers_test_92,,pre_2005_1,99_2,92
soep-pretest,pre_2005_1,f099093,pre_signs_numbers_test_93,,pre_2005_1,99_2,93
soep-pretest,pre_2005_1,f099001s,pre_signs_numbers_duration_1,,pre_2005_1,99_3,1
soep-pretest,pre_2005_1,f099002s,pre_signs_numbers_duration_2,,pre_2005_1,99_3,2
